Post,Label,Category,Sentiment
lol i rlly think i have postpartum depression or sum,postpartum,postpartum,neutral
"@millennialwoah Seriously...I'm tired of being lectured by spoiled brats who list all their mental illnesses in their bio like it's some badge of honor.
 
 I had severe postpartum depression. That shit was ugly  almost cost me my life. Life is hard",postpartum,postpartum,neutral
"Im exhausted all the time. And dont even have the wherewithal to navigate through my postpartum depression because of a screaming, fussy baby.
 I hope I dont sound ungrateful because I am blessed. But this is a lot on me.",postpartum,postpartum,neutral
So Im really processing a lot of feelings here. I know an ADHD diagnosis doesnt seem life changing to many. But I feel angry sad feeling like é‰how did no one notice?é‰‚ My husband is who noticed I had postpartum depression. I pieced together that I may have adhd.,postpartum,postpartum,neutral
Feel Like I Have Postpartum Depression... I Wanna Scream At The Top Of My Lungs,postpartum,postpartum,neutral
now that ive finished DOGPILE. and its turned in and shit i have horrible postpartum depression bro,postpartum,postpartum,neutral
Im pretty sure I have postpartum depression because its worse then my actual depression.,postpartum,postpartum,neutral
i literally have postpartum depression from miami... listening to my senior year playlist.......... i will never stop complaining about missing it,postpartum,postpartum,neutral
Hopefully postpartum depression skips me. Cause I really dont have time éˆ½ç‹…ç¬,postpartum,postpartum,neutral
"Since having our 2nd baby, I have struggled with postpartum depression  anxiety. Luckily I have support  meds to help with my mental health. 
 
 On #WorldSuicidePreventionDay
 please know you are not alone. If youre struggling, reach out to @800273TALK or text TALK to 741741. https://t.co/OoHsdvK048",postpartum,postpartum,neutral
one thing i learned going through my postpartum depression was that i needed have something outside of them.,postpartum,postpartum,neutral
Realizing I have postpartum depression sets me back a little bit. I dont want this for myself.,postpartum,postpartum,neutral
"i had barely got to my grandmas house  i was happier than ever, but somehow, she could still tell i have postpartum depression. this shit sucks :/",postpartum,postpartum,neutral
just took a shit so big i have postpartum depression,postpartum,postpartum,neutral
"idk if its just me but the postpartum depression really kicks in when my period comes ): it makes my body feel empty. Even though I know I have my little boy with me on the outside now, I miss having him in my belly ),:",postpartum,postpartum,neutral
I have postpartum depression from the album I made this summer,postpartum,postpartum,neutral
@RawBeautyKristi You may have what is called postpartum depression. I had it and it kept me up all hours of the night worrying incessantly about everything.,postpartum,postpartum,neutral
fuckçŒž i think i have postpartum depression https://t.co/WXmSgA1BsQ,postpartum,postpartum,neutral
"Posting this in mourning for the women of TX  all women.  for my daughter, who may not have the choice I had when she was 6 mos. old  I was suffering w/ severe postpartum depression  found myself accidentally pregnant. W/thanks to @accommodatingly 
 https://t.co/U0s4Nv6uXe",postpartum,postpartum,neutral
I hate to come to terms with this but I think I have postpartum depression and it doesn't help that bf is an asshole and my parents always want me to prioritize them even if I have my own shit to do and my own little family,postpartum,postpartum,neutral
Zoloft saved my life when my postpartum depression was so severe that I needed someone to sit with me so that I didnt kill myself. When the Zoloft kicked in it felt like someone had turned on a light in my mind. Everyone should have access to mental healthcare.,postpartum,postpartum,neutral
éˆ½I have postpartum Depression buy my new wine. Itll make me feel better,postpartum,postpartum,neutral
"é‰I tried to fight it or tell myself, éˆ½Hey, this isnt real stuff happening, calm down, and recently, I finally just gave in and said, éˆ½You know what? I have postpartum depression for sure,é‰‚
 
 - Brandi Rhodes on suffering from postpartum depression  anxiety 2 months after birth https://t.co/jQSymBycaN",postpartum,postpartum,neutral
push people into that decision. I have been affected by right-wing policy when it comes to abortion in more ways than one. When my oldest son was 18 months old I was STILL dealing with horrible postpartum depression due to lack of resources for treatment 2/8,postpartum,postpartum,neutral
"@RawBeautyKristi I took Zoloft due to postpartum depression years ago. I felt it work at about two weeks. I didn't make me emotionless, it allowed me to be me. It caused intense dreams, not bad, but vivid. I have some restless leg business normally, this",postpartum,postpartum,neutral
They are trying to insert the tube into her throat but she couldn't open her mouth widely. It's so stiff. æ§¶æ§¶æ§¶æ§¶ Idk what to do. I feel so helpless. I have a 2 month old baby and I'm having a postpartum depression at the same time. æ§¶æ§¶æ§¶,postpartum,postpartum,neutral
"@donwinslow Fine with me. I havent watched one of his stupid movies since that Oprah interview. I had just gone thru postpartum depression myself and him saying it wasnt realçŒž. Brook might have forgiven him, but I never will. Scientology is a cult",postpartum,postpartum,neutral
"| hi all, my postpartum depression has reached a breaking point where I have been missing work and actually went to the hospital for help in anyway I could get it. 
 
 Ive done some stupid things lately and my brain is basically numb. I want to be around and éˆ¹",postpartum,postpartum,neutral
"Idk if it's still postpartum depression or just regular mom anxiety but sometimes I still have those irrational moments of fear and emotion that I'll wake up and something will be wrong with my baby and did I do enough for and with her today.
 Anxiety is a jerk. ã‚º",postpartum,postpartum,neutral
After I drop I think imma have postpartum depression,postpartum,postpartum,neutral
Whats so sad is I already know imma have postpartum depression so bad I just know it.,postpartum,postpartum,neutral
"Hurricane was 5 mo when the lockdown started. 
 
 I really endured postpartum depression, suffered a miscarriage, and bout to have another baby in Nov all while working from home  caring for/teaching Hurricane full time in the middle of a pandemic.",postpartum,postpartum,neutral
Like I definitely have postpartum depression and I have to pretend everything is okay because no one gives af about me,postpartum,postpartum,neutral
"I interviewed 3 mothers who say their psilocybin microdose regimens have lessened or erased their anxiety, postpartum depression, and suicidal ideation. My latest for @thisisinsider: https://t.co/NNYMoi1LvU",postpartum,postpartum,neutral
I told my dad i have postpartum depression and he said so? ã‚´æ¨,postpartum,postpartum,neutral
I didnt think I would have postpartum depression but fuck I think I do,postpartum,postpartum,neutral
"This is an appreciation tweet for the Gambian TL. After I posted about postpartum depression, many people on here reached out. Most I have never even met a day in my life. You guys are the sweetest. May Allah reward you. You have no idea what you did for meé‰‚ã‚ç¬",postpartum,postpartum,neutral
@pulte I was recently diagnosed with MS and I had just started working when I got diagnosed after being fired from previous job due to postpartum depression. I have a 2 yr old and a single mom. My phone just got disconnected today so Its stressful tryi,postpartum,postpartum,neutral
"No lie Im scared of postpartum depression æ§„
 Thats the one thing i DONT wanna have ..",postpartum,postpartum,neutral
"I wish I was going to therapy when I was going through my postpartum depression phase, that would have made the transition into motherhood a lot more easier.",postpartum,postpartum,neutral
"@TalhaSaad10 Postpartum depression can last up to a year and like i shared the link to my post, it can have psychosis with it too. 
 
 My point of post is that the guy just misled the audience for clout. She maybe suffering from any psychological problem ",postpartum,postpartum,neutral
"@festusthomas32 Now I know why some mothers do have postpartum depression, truly its not easy",postpartum,postpartum,neutral
I think I have a mild case of postpartum depression æ§±ã‚²,postpartum,postpartum,neutral
Idk what triggers postpartum depression Im trying my best to avoid anything that I think may trigger it! So I appreciate that I have a mom that allows and wants me to get break here and there and any mf that feels some type way bout that can get out my face!,postpartum,postpartum,neutral
"@nwamgbeke My postpartum depression is very extreme only my mom can take my excesses ã†éˆ²éˆ¾é””å½œï¸¹å¶æ¬™ç¬ but after two weeks I gain my sanity back ,I vow to do dis 3 times but am on d 4th one cos I lost d baby boy have been wanting ,gave birth to h",postpartum,postpartum,neutral
"Postpartum depression and anxiety is the worst thing Ive ever experienced, and I would wish it on no one. My mind is constantly making me think things that are not true, and making me feel like I have to do this all alone.",postpartum,postpartum,neutral
@SerenaShimAward @depressionroad1 My postpartum depression started because of lack of sleep. Some people are ok with less sleep but Im not!! I do nap on weekends sometimes. If you have a hard time sleeping half a Xanax helps but not everyone wants drug,postpartum,postpartum,neutral
I have postpartum depression.,postpartum,postpartum,neutral
"Such an honor to have been @fly_press debut chap! Was also my first solo print book. I wanted to share my struggle with postpartum depression so that others might feel less alone. We r stronger together. Love, Elisabeth",postpartum,postpartum,neutral
That postpartum Depression just hits... different. Like I am incredibly anxious but I also have a tiny creature who's my whole responsibility and is always at risk of dying?,postpartum,postpartum,neutral
"I had postpartum depression after Kylie was born and I was so é‰lazyé‰‚
 (had no energy at all) but with the triplets its been the complete opposite. For example my car was a mess with one kid and now I have 4 kids (3 babies at that) and keep it spotlessæ§€æ§€",postpartum,postpartum,neutral
"A friend recently called me brave for
 discussing my experience with postpartum depression as openly as I have. I dont think Id call myself brave. Beautifully candid? Sure. Refreshingly vulnerable? Ill bite. Worthy of a book deal? Absotootly.",postpartum,postpartum,neutral
"@JayceeReiser So I experienced postpartum depression and anxiety. I couldn't stop crying the first 2 weeks, I'd cry over nothing at all  at the worst possible times æ§© i meant to have Jack sleep in a bassinet then the crib but the bassinet never ha",postpartum,postpartum,neutral
having postpartum depression about the fact that I have now seen the actual whole movie of FREE GUY and will never see the trailer for it play in front of a movie again. its become such a big part of my life,postpartum,postpartum,neutral
@Bellapdxisma @KerryG41196752 Thank you but I dont have postpartum depression. I have CPTSD. There is no medication for that.,postpartum,postpartum,neutral
@nolactose4u @andrew_appl i have diagnosed postpartum depression i am more like a mommy,postpartum,postpartum,neutral
Pretty sure I have postpartum depression or just normal depression but my dr is on é‰â•²acationé‰ï¿½  im only comfortable taking to her ã—å¾éˆ²éˆ¾é””ï¿½ so the world may never know ï¿½,postpartum,postpartum,neutral
Postpartum depression is real and its the biggest/hardest battle that I have to face everyday,postpartum,postpartum,neutral
"Im currently consumed with caring for a 2-month old baby and dealing with postpartum depression so I have no energy left to deal with this. If this person follows me and considers themselves a fan, please please please take this down!",postpartum,postpartum,neutral
Postpartum depression taught me the biggest lesson about this! I worked too hard to get better for me to let people have any kind control over my inner-peace.,postpartum,postpartum,neutral
"Anyway, I had postpartum depression with Zoe. And I got depressed this past year. Want to make sure I have care established in case things get nuts.",postpartum,postpartum,neutral
"I have suffered from Postpartum Depression. Have you or are you living with a maternal mental illness?
 
 #mommiesmentalhealth #mentalhealthmatters https://t.co/hmMrZEhZgD",postpartum,postpartum,neutral
"I have suffered from Postpartum Depression. Have you or are you living with a maternal mental illness?
 
 #mommiesmentalhealth #mentalhealthmatters https://t.co/NkJHSmVFex",postpartum,postpartum,neutral
@Its_drezzy Yes. I have postpartum depression Im going to be ok é‰‚ã‚ç¬é‰‚ã‚ç¬é‰‚ã‚ç¬,postpartum,postpartum,neutral
"Today, I told my mother-in-law that I was going through postpartum depression and was put on a antidepressant to help. Her response was, Great, now we have a pill head in the family. FML https://t.co/aEvnuYeJUo",postpartum,postpartum,neutral
"| I have really bad postpartum depression, and its kicking my ass today on my birthday and making me hate today. And my husband is taking his shit out on me. So I just hate life",postpartum,postpartum,neutral
I finally broke down I knew it was coming I have the worst postpartum depression that came out of no where along with hormones and my OB likes to play phone tag æª­ I have probably cried 5000 times tonight éˆ½ç™¸ç¬ I am so exhausted,postpartum,postpartum,neutral
@DesnoyersScott @VP @Centene I cannot imagine that pain. For them it's all just a damn act. That's why I left the democratic party. I had postpartum depression in 2016 and didn't have insurance at the time and just to get transferred to the er to the ment,postpartum,postpartum,neutral
"Parenting advice for raising strong-willed kids, as per request of @deanjaybaker I've talked about some stuff in other #12yearsinacircle threads. I have mostly my own experience  my postpartum depression counseling work to go on, so please find advice in other places too....",postpartum,postpartum,neutral
@brinapingu I am so sorry to hear of your loss. I have recently given birth and postpartum depression is real. Hope god eases your pain and praying for her too æŒ„ã’å¾“,postpartum,postpartum,neutral
"going to take a break from social media. im really struggling with postpartum depression,  losing jake. i have to be in a good head space b4 i go back to school in next month. remember to check up on your friends, i post a lot of pics smiling and being goofy, but its rough.",postpartum,postpartum,neutral
This postpartum depression shit is bullshit. I'd rather have the anxiety like last time because I can manage that way easier than this.,postpartum,postpartum,neutral
I struggled with postpartum depression after dez then was stage in stage 1 depressionçŒžshit is really realçŒžprotect ur mental at any and all coasts no matter what u have to let go of do it for ur sanity!!!,postpartum,postpartum,neutral
"Today, I admitted to myself that I have postpartum depression. Ive gotten help for past traumas before but I never thought about the entire package, which is me!",postpartum,postpartum,neutral
"Postpartum depression hit me hard, along with contributing life factors. I still have really bad days even tho its almost been a year  I do this thing where I isolate myself when Im going thru things. I do thank God for the people in my corner.",postpartum,postpartum,neutral
"Watching my 3 month old niece and I think if I have a baby, I will have awful postpartum depression. 
 
 I can take care of babies. Im good at it. I love itçŒž..But I dont think Im mentally prepared for parenthood. I prefer auntihood.",postpartum,postpartum,neutral
@dontlickchalk I still have postpartum depression and my boys are 12 and 8.,postpartum,postpartum,neutral
"I have an immense respect for doulas after one helped me get through postpartum depression in the first 5 weeks after having my son. 
 
 Listen to the latest episode of @PublicSourcePA's From the Source podcast to hear host Jourdan Hicks interview a bereavement doula.",postpartum,postpartum,neutral
"Okay dont get me wrong I love my friend but I need to rant, she just recently had a baby and she finally got to come home with her, and almost right off the bat she says é‰the therapist says I have postpartum depression and PTSDé‰‚ for oneçŒžyoure not diagnosed with postpartum +",postpartum,postpartum,neutral
"@magoo2912 @MaLumiere @mattdavieswhufc @madukaprabash @piersmorgan I have and still struggling with MH issues including Postpartum Depression. From your tweet, I am ashamed. Who are you to tell someone how to deal with their struggles? This pick me atti",postpartum,postpartum,neutral
"I have postpartum depression, the partum I was born in.",postpartum,postpartum,neutral
I just know when I have a baby the postpartum depression is gonna be real and my body will talk so much work to even look ok again and my body is gross as is so I need my mind right before I do any of that,postpartum,postpartum,neutral
I just have the best husband everçŒž.. having postpartum depression he really tries his best to help me out. ã‚² I swear i feel like the worst mother but he always reassures me ã‚²æ§š,postpartum,postpartum,neutral
The doctor said I have postpartum depression fuck! And Im over here thinking how Im feeling is normal and Im crazy for being this way because my baby is literally perfect and Im trying so hard to enjoy this little life I created,postpartum,postpartum,neutral
I find myself crying realizing that I did have prenatal depression and postpartum depression it wasnt easy but you dont realize it until you fully look back and start to understand that the way you felt was not how you been feeling the past 7 months,postpartum,postpartum,neutral
@SaaRaaJuuNeeeee I had postpartum depression on top of actual depression from getting cheated on.. it was by far the worse thing.. I didn't have it after my first one though so it was a terrible experience that I had no idea what to expect,postpartum,postpartum,neutral
"Im almost a month postpartum and just now have been able to get back to myself and learning to take care of my baby and still be the housewife I am. Postpartum depression and healing is a bitch, no one tells you about that when you get pregnant.",postpartum,postpartum,neutral
"Client: I think I have postpartum depression. What can I do?
 
 Me: what your baby isnt due until November. When did you have the baby?
 
 Client: Im just practicing because my niece is here getting on my nerves and her + baby girl have the same birthday.
 
 Me: blocked",postpartum,postpartum,neutral
"I still think about the fact that by manager told me é‰ if you worked more your postpartum depression wouldnt be bad, youd be distracted and busy at worké‰‚
 
 Shes also asked me on multiple occasions if Im almost done pumping ã‚´ since i have to take a longer break",postpartum,postpartum,neutral
"@MichelobULTRA é¥§é””å»Ÿunning got me through postpartum depression. 
 It also got me through COVID as a nurse practitioner in ICU. During quarantine I continued to run. 
 And recently I am on a mission to run faster and get more women running. I usually wi",postpartum,postpartum,neutral
Postpartum depression is real. I have and still is going through it.,postpartum,postpartum,neutral
"@TheEvilWitches I couldn't do cry it out. The sound of my baby crying was too much - I did also have severe postpartum depression so that contributed. So I held and rocked, I lay down next to etc. but by 12 months he was easy to put to bed and a great sle",postpartum,postpartum,neutral
Or how I only have those same 3 consistent friends who has checked on me while Im going through this postpartum depression.,postpartum,postpartum,neutral
@RBB0213 I had postpartum depression from when my first was born in 2002 until my youngest was 2 in 2010. Its some serious shit. You are not alone. We have Apes that are here for one on one support. é‰‚ã‚ç¬,postpartum,postpartum,neutral
@Nofeartohorses @LonchiSDP I legit have postpartum depression. I get flashbacks whenever I see a street light pole. æŽ†æ¯Žé””ï¿½,postpartum,postpartum,neutral
"I am 32. I have a 10 year old and a 12 year old. My kids are happy, healthy, and loved. They also caused me severe postpartum depression, a metabolic disorder, and severe anxiety and depression. That's what I signed up for and I'm not upset by it.",postpartum,postpartum,neutral
Just admitted to myself and my family that I have postpartum depression. Im getting help. Today is a good day.,postpartum,postpartum,neutral
"Im not ashamed to say Im going through postpartum depression and have been for 1 year. everyday Im not happy , I cry most of the time æ§© sometimes I feel like Im not doing anything right ,  dont feel like myself at all , but everyday I get up  keep going é‰‚ã‚ç¬ã‚º",postpartum,postpartum,neutral
"If you are pregnant/recently gave birth or have someone in your life who is/has, please please study what to look for! I suffered greatly and silently with postpartum depression and it's incredibly scary and lonely.",postpartum,postpartum,neutral
"women literally have KILLED their babies bc of postpartum depression, not bc they need a lil bit of help, we literally be fucked up in the head like i could have a full time nanny  STILL be depressed",postpartum,postpartum,neutral
"Postpartum depression made me scared to have more kids after our first. I went on to have two more, but I seriously considered being One and Done because of it.
 
 Learning about #PMADs, learning how to advocate for myself, and (most of all) reading other moms stories helped",postpartum,postpartum,neutral
"Dealing with postpartum depression is such a big mental battle. I want to be happy, I should be. I have the daughter Ive tried so hard to have with the loml. So why am I not? Its frustrating and I ask myself é‰whats wrong with me?é‰‚é‰Why cant I just be happyé‰‚",postpartum,postpartum,neutral
"I'm so glad my dad helped me out with Amari today, so I can have time with myself...postpartum depression is not a jokeé‰‚æ¡° couldn't even go to work today because of it....",postpartum,postpartum,neutral
